Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location,Bedrooms,Flatmates,Bathrooms,Area,Average Price
382022,barcelona,Apartment,From 1 March 2025,1150-1250,some bills included,Bonito apartamento con mucho encanto junto playa Barceloneta,https://www.spotahome.com/barcelona/for-rent:apartments/382022,Barceloneta,1,No info,1,40,1200
129985,barcelona,Room,From 16 March 2025,390,some bills included,Tidy room for rent in 4-bedroom apartment in La Sagrera,https://www.spotahome.com/barcelona/for-rent:rooms/129985,La Sagrada Familia,No info,4,1,77,390
83355,barcelona,Room,From 2 January 2025,370,bills included,Room in 5-bedroom apartment in Passeig de Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/83355,Passeig de Gracia,No info,5,1,100,370
1199393,barcelona,Room,From 2 October,1100,bills included,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199393,Barcelona,No info,4,3,150,1100
103906,barcelona,Room,From 2 October,540-685,bills included,Cozy room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/103906,Eixample,No info,4,1,120,612
1202215,barcelona,Apartment,From 25 January 2025,1090,some bills included,Modern furnished apartment in Les Corts,https://www.spotahome.com/barcelona/for-rent:apartments/1202215,Les Corts,1,No info,1,No info,1090
138939,barcelona,Room,From 2 January 2025,500,some bills included,Furnished room in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/138939,El Raval,No info,4,3,100,500
96873,barcelona,Studio,From 6 December,1100,some bills included,Sunny Studio Apartment in Vila de Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/96873,Vila de Gracia,No info,No info,1,49,1100
982064,barcelona,Studio,From 1 March 2025,1250,some bills included,Studio apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/982064,Gracia,No info,No info,1,68,1250
311779,barcelona,Room,From 1 September,400,bills included,Cozy rooms for rent in 5-bedroom apartment in Esquerra Eixam,https://www.spotahome.com/barcelona/for-rent:rooms/311779,Eixample Esquerra,No info,5,2,120,400
1199390,barcelona,Room,From 2 March 2025,900,bills included,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199390,Barcelona,No info,4,3,150,900
372176,barcelona,Room,From 1 September,440,instant booking,Single room in 5-bedrooom apartment Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/372176,Hospitalet de Llobregat,No info,5,2,80,440
123406,barcelona,Apartment,From 8 September,1000,bills included,1-bedroom apartment for rent in Sant Andreu Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/123406,Sant Andreu,1,No info,1,35,1000
1174520,barcelona,Apartment,From 1 November,1550,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1174520,Barcelona,2,No info,1,65,1550
209765,barcelona,Studio,From 3 March 2025,950,some bills included,Modern studio apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/209765,Sants,No info,No info,1,45,950
266518,barcelona,Room,From 4 January 2025,500,bills included,Bright room in 3-bedroom flat in L'Hospitalet de Llobregat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/266518,Hospitalet de Llobregat,No info,3,1,No info,500
149490,barcelona,Apartment,From 1 March 2025,950,some bills included,1-bedroom apartment for rent in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/149490,Eixample Dreta,1,No info,1,40,950
1005662,barcelona,Apartment,From 4 January 2026,1083,bills included,Apartment for rent in Barcelona!,https://www.spotahome.com/barcelona/for-rent:apartments/1005662,Barcelona,1,No info,No info,No info,1083
344371,barcelona,Room,From 1 September,370,bills included,Room to rent in 4-bedroom apartment Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/344371,Mataro,No info,4,1,90,370
958924,barcelona,Apartment,From 6 November,1050,instant booking,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/958924,Barcelona,2,No info,No info,No info,1050
425473,barcelona,Apartment,From 6 July 2025,1400,some bills included,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/425473,El Raval,2,No info,2,60,1400
770414,barcelona,Room,From 1 February 2025,410,bills included,Room for rent in 2-bedroom apartment in Sant Joan Despí,https://www.spotahome.com/barcelona/for-rent:rooms/770414,Sant,No info,2,1,No info,410
296498,barcelona,Apartment,From 1 October,1860,some bills included,Cosy 2-bedroom apartment for rent La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/296498,Barceloneta,2,No info,No info,35,1860
313428,barcelona,Room,From 3 January 2025,400,bills included,Cozy room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/313428,Gracia,No info,2,1,90,400
293063,barcelona,Apartment,From 2 November,950,long term,Cosy 1-bedroom apartment for rent Poble-sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/293063,Poble-sec,1,No info,1,45,950
233534,barcelona,Apartment,From 27 July 2025,1100,some bills included,Bright  2-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/233534,Sants,2,No info,1,72,1100
386600,barcelona,Room,From 4 October,490,bills included,Room for rent in 4-bedroom apartment in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/386600,Eixample Esquerra,No info,4,2,100,490
374384,barcelona,Apartment,From 1 January 2025,1150,some bills included,1-bedroom apartment for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/374384,Gracia,1,No info,1,45,1150
916915,barcelona,Apartment,From 1 January 2025,1300,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/916915,Barcelona,1,No info,1,No info,1300
119794,barcelona,Studio,From 20 September,750,instant booking,Studio apartment with AC for rent in Collblanc Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/119794,Collblanc,No info,No info,1,20,750
293068,barcelona,Apartment,From 31 October,950,long term,Fresh 1-bedroom apartment for rent Poble-sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/293068,Poble-sec,1,No info,1,47,950
254422,barcelona,Room,From 2 January 2025,400,some bills included,Room for rent 4-bedroom apartment LEsquerra de lEixample,https://www.spotahome.com/barcelona/for-rent:rooms/254422,Eixample Esquerra,No info,4,1,110,400
937332,barcelona,Apartment,From 1 April 2025,1150,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/937332,Barcelona,2,No info,1,52,1150
768725,barcelona,Room,From 1 September,495,instant booking,Room for rent in 6-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/768725,Sants,No info,6,1,No info,495
923029,barcelona,Room,From 1 January 2025,600,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/923029,Barcelona,No info,7,3,70,600
615553,barcelona,Apartment,From 7 September,1500,some bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/615553,Barcelona,3,No info,1,96,1500
328660,barcelona,Studio,From 6 October,800,some bills included,Studio apartment for rent in Les Roquetes Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/328660,Les,No info,No info,1,15,800
636027,barcelona,Apartment,From 6 October,1050,some bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/636027,Barcelona,3,No info,1,55,1050
368487,barcelona,Room,From 4 January 2025,580,bills included,Charming room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/368487,Gracia,No info,4,2,107,580
155486,barcelona,Room,From 1 January 2025,525,bills included,Cozy room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/155486,Eixample,No info,7,2,150,525
398209,barcelona,Apartment,From 1 January 2025,950,some bills included,1-bedroom apartment for rent in LEsquerra de lEixample,https://www.spotahome.com/barcelona/for-rent:apartments/398209,Eixample Esquerra,1,No info,1,33,950
89868,barcelona,Room,From 2 January 2025,430,some bills included,Decorated room in 5-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/89868,Poblenou,No info,5,1,110,430
344667,barcelona,Apartment,From 6 January 2025,1340-1645,bills included,Amazing 1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/344667,El Raval,1,No info,1,49,1492
334739,barcelona,Room,From 6 September,450,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/334739,Barcelona,No info,4,1,60,450
139397,barcelona,Apartment,From 30 October,1200,some bills included,Stunning 2-bedroom apartment for rent in Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/139397,Raval,2,No info,1,60,1200
133863,barcelona,Studio,From 7 June 2025,800,bills included,Bright studio by La Rambla for rent in Gotico Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/133863,La Rambla Gothic Quartero,No info,No info,1,50,800
233556,barcelona,Room,From 29 September,590,bills included,Cosy room in 3-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/233556,El Raval,No info,3,1,200,590
85519,barcelona,Room,From 2 January 2025,600,bills included,Room for rent 4-bedroom apartment L'Esquerra de Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/85519,Eixample Esquerra,No info,4,1,100,600
762494,barcelona,Room,From 31 August,590,bills included,Rooms for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/762494,Barcelona,No info,5,2,No info,590
956795,barcelona,Room,From 1 October,495,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956795,El Raval,No info,5,1,92,495
150066,barcelona,Studio,From 3 September,800,some bills included,Studio apartment for rent in Barri Gòtic Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/150066,Gothic Quarter,No info,No info,1,23,800
295432,barcelona,Room,From 2 January 2025,360,bills included,Cozy room for rent in 4-bedroom apartment in Poblenou,https://www.spotahome.com/barcelona/for-rent:rooms/295432,Poblenou,No info,4,1,75,360
460053,barcelona,Room,From 6 September,550,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/460053,Barcelona,No info,3,1,100,550
112860,barcelona,Room,From 2 September,450,bills included,Comfortable room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/112860,Eixample,No info,4,2,100,450
155487,barcelona,Room,From 1 February 2025,555,bills included,Cozy room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/155487,Eixample,No info,7,2,150,555
935452,barcelona,Room,From 31 October,505,instant booking,Room for rent in 7-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935452,El Raval,No info,7,2,142,505
122998,barcelona,Apartment,From 1 November,1200,some bills included,2-bedroom apartment with AC for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/122998,El Raval,2,No info,1,60,1200
934161,barcelona,Room,From 6 September,550,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/934161,Barcelona,No info,5,2,160,550
596510,barcelona,Room,From 1 January 2025,450,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/596510,Barcelona,No info,4,2,90,450
1007718,barcelona,Room,From 1 October,515,instant booking,Room for rent in 5-bedroom apartment in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1007718,Sants,No info,5,No info,No info,515
1201238,barcelona,Room,From 2 September,450,bills included,Rooms for rent in a 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1201238,Barcelona,No info,4,1,90,450
992179,barcelona,Room,From 1 November,515,instant booking,Room for rent in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/992179,El Raval,No info,5,1,No info,515
619778,barcelona,Studio,From 1 February 2025,925,some bills included,Studio in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/619778,Barcelona,No info,No info,1,22,925
263754,barcelona,Apartment,From 1 January 2025,1200,bills included,loft apartment for rent in Poble Sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/263754,Poble-Sec,2,No info,1,65,1200
1071113,barcelona,Room,From 1 December,600,bills included,Room in 4-bedroom apartment in Eixample Esquerra Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1071113,Eixample Esquerra,No info,4,No info,No info,600
229413,barcelona,Room,From 28 October,580,instant booking,Room 7-bedroom apartment L'Esquerra de Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229413,Eixample Esquerra,No info,7,2,122,580
438967,barcelona,Room,From 6 March 2025,450,bills included,Rooms for rent in 3-bedroom apartment in El Poble Sec,https://www.spotahome.com/barcelona/for-rent:rooms/438967,El Poble Sec,No info,3,1,70,450
1091470,barcelona,Room,From 30 September,630,instant booking,Rooms for rent in shared 6-bedroom apartment in Ciutat Vella,https://www.spotahome.com/barcelona/for-rent:rooms/1091470,Ciutat Vella,No info,6,1,100,630
328919,barcelona,Room,From 1 September,470,bills included,Tidy room for rent in 4-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/328919,Eixample Dreta,No info,4,1,105,470
90784,barcelona,Room,From 2 January 2025,560,some bills included,Rent a room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/90784,Eixample,No info,5,1,100,560
112861,barcelona,Room,From 1 September,520,bills included,Equipped room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/112861,Eixample,No info,4,2,100,520
952420,barcelona,Room,From 10 October,617,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952420,Barcelona,No info,5,No info,96,617
952421,barcelona,Room,From 10 October,617,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952421,Barcelona,No info,5,No info,96,617
412098,barcelona,Room,From 1 January 2025,400,bills included,Room for rent in 3-bedroom apartment in Sant Andreu,https://www.spotahome.com/barcelona/for-rent:rooms/412098,Sant Andreu,No info,3,1,65,400
